sample,population
SAMEA115083535,Papio_cynocephalus_ssp
SAMEA115083536,Papio_cynocephalus_ssp
SAMEA115083550,Papio_cynocephalus_ssp
SAMEA115083551,Papio_cynocephalus_ssp
SAMEA115083552,Papio_cynocephalus_ssp
SAMEA115083553,Papio_cynocephalus_ssp
SAMEA115083554,Papio_cynocephalus_ssp
SAMN02866414,Papio_cynocephalus_ssp
SAMN02866415,Papio_cynocephalus_ssp
SAMN04455161,Papio_cynocephalus_ssp
SAMN20814897,Papio_cynocephalus_ssp
SAMN20814898,Papio_cynocephalus_ssp
SAMN20814899,Papio_cynocephalus_ssp
SAMN20814900,Papio_cynocephalus_ssp
SAMN20814901,Papio_cynocephalus_ssp
SAMN20814902,Papio_cynocephalus_ssp
SAMN20814903,Papio_cynocephalus_ssp
SAMN20814904,Papio_cynocephalus_ssp
SAMN20814905,Papio_cynocephalus_ssp
SAMN20814906,Papio_cynocephalus_ssp
SAMN20814945,Papio_cynocephalus
SAMN20814949,Papio_cynocephalus
SAMN20815227,Papio_cynocephalus
SAMN20815322,Papio_cynocephalus
SAMN20815323,Papio_cynocephalus
SAMN20815324,Papio_cynocephalus
SAMN20815325,Papio_cynocephalus
SAMEA112482966,Papio_cynocephalus
SAMEA112482967,Papio_cynocephalus
SAMEA112482968,Papio_cynocephalus
SAMEA112482969,Papio_cynocephalus
SAMEA112482970,Papio_cynocephalus
SAMEA112482976,Papio_cynocephalus
SAMEA112482977,Papio_cynocephalus
SAMEA112482978,Papio_cynocephalus
SAMEA112482979,Papio_cynocephalus
SAMEA112482980,Papio_cynocephalus
SAMEA112482981,Papio_cynocephalus
SAMEA112482982,Papio_cynocephalus
SAMEA112482983,Papio_cynocephalus
SAMEA112482984,Papio_cynocephalus
SAMEA112482985,Papio_cynocephalus
SAMEA112482986,Papio_cynocephalus
SAMEA112482987,Papio_cynocephalus
SAMEA112482988,Papio_cynocephalus
SAMEA112482989,Papio_cynocephalus
SAMEA112482990,Papio_cynocephalus
SAMEA112483021,Papio_cynocephalus
SAMEA112483022,Papio_cynocephalus
SAMEA112483023,Papio_cynocephalus
SAMEA112483024,Papio_cynocephalus
SAMEA112483025,Papio_cynocephalus
SAMEA112483212,Papio_cynocephalus
SAMEA112483213,Papio_cynocephalus
SAMEA112483214,Papio_cynocephalus
SAMEA112483215,Papio_cynocephalus
SAMEA112483219,Papio_cynocephalus
SAMEA112483220,Papio_cynocephalus
SAMEA112483221,Papio_cynocephalus
SAMEA112483222,Papio_cynocephalus
SAMEA112483223,Papio_cynocephalus
SAMEA112483224,Papio_cynocephalus
SAMEA112483228,Papio_cynocephalus
SAMEA112483229,Papio_cynocephalus
SAMEA112483230,Papio_cynocephalus
SAMEA112483231,Papio_cynocephalus
SAMEA112483232,Papio_cynocephalus
SAMEA112483233,Papio_cynocephalus
SAMEA112483234,Papio_cynocephalus
SAMEA112483235,Papio_cynocephalus
SAMEA112483236,Papio_cynocephalus
SAMEA112483237,Papio_cynocephalus
SAMEA112483238,Papio_cynocephalus
SAMEA112483239,Papio_cynocephalus
SAMEA112483240,Papio_cynocephalus
SAMEA112483241,Papio_cynocephalus
SAMEA112483242,Papio_cynocephalus
SAMEA115083518,Papio_cynocephalus
SAMEA115083525,Papio_cynocephalus
SAMEA115083534,Papio_cynocephalus
SAMEA115083535,Papio_cynocephalus
SAMEA115083536,Papio_cynocephalus
SAMEA115083550,Papio_cynocephalus
SAMEA115083551,Papio_cynocephalus
SAMEA115083552,Papio_cynocephalus
SAMEA115083553,Papio_cynocephalus
SAMEA115083554,Papio_cynocephalus
SAMN02866414,Papio_cynocephalus
SAMN02866415,Papio_cynocephalus
SAMN04455161,Papio_cynocephalus
SAMN20814897,Papio_cynocephalus
SAMN20814898,Papio_cynocephalus
SAMN20814899,Papio_cynocephalus
SAMN20814900,Papio_cynocephalus
SAMN20814901,Papio_cynocephalus
SAMN20814902,Papio_cynocephalus
SAMN20814903,Papio_cynocephalus
SAMN20814904,Papio_cynocephalus
SAMN20814905,Papio_cynocephalus
SAMN20814906,Papio_cynocephalus
SAMEA112483163,Papio_hamadryas
SAMEA112483164,Papio_hamadryas
SAMEA112483165,Papio_hamadryas
SAMEA112483166,Papio_hamadryas
SAMEA112483167,Papio_hamadryas
SAMEA112483168,Papio_hamadryas
SAMEA112483169,Papio_hamadryas
SAMEA112483170,Papio_hamadryas
SAMEA112483171,Papio_hamadryas
SAMEA112483172,Papio_hamadryas
SAMEA112483173,Papio_hamadryas
SAMEA112483174,Papio_hamadryas
SAMEA112483175,Papio_hamadryas
SAMEA112483176,Papio_hamadryas
SAMEA112483177,Papio_hamadryas
SAMEA112483178,Papio_hamadryas
SAMEA112483179,Papio_hamadryas
SAMEA112483180,Papio_hamadryas
SAMEA112483181,Papio_hamadryas
SAMEA112483182,Papio_hamadryas
SAMEA112483183,Papio_hamadryas
SAMEA112483184,Papio_hamadryas
SAMEA112483185,Papio_hamadryas
SAMEA112483186,Papio_hamadryas
SAMN03073709,Papio_hamadryas
SAMN03073710,Papio_hamadryas
SAMN20949827,Papio_hamadryas
SAMN20949828,Papio_hamadryas
SAMN20949829,Papio_hamadryas
SAMN20949830,Papio_hamadryas
SAMN20949834,Papio_hamadryas
SAMN20949837,Papio_hamadryas
SAMN20949842,Papio_hamadryas
SAMN24909952,Papio_hamadryas
SAMEA112483216,Papio_kindae
SAMEA112483217,Papio_kindae
SAMEA112483218,Papio_kindae
SAMEA112483225,Papio_kindae
SAMEA112483226,Papio_kindae
SAMEA112483227,Papio_kindae
SAMEA112483243,Papio_kindae
SAMEA112483244,Papio_kindae
SAMEA112483245,Papio_kindae
SAMEA112483246,Papio_kindae
SAMEA112483247,Papio_kindae
SAMEA112483248,Papio_kindae
SAMEA112483249,Papio_kindae
SAMEA112483250,Papio_kindae
SAMEA112483251,Papio_kindae
SAMEA112483252,Papio_kindae
SAMEA112483253,Papio_kindae
SAMEA112483254,Papio_kindae
SAMEA112483255,Papio_kindae
SAMEA112483256,Papio_kindae
SAMEA112483257,Papio_kindae
SAMEA112483258,Papio_kindae
SAMEA112483259,Papio_kindae
SAMEA112483260,Papio_kindae
SAMN03072185,Papio_kindae
SAMN03072806,Papio_kindae
SAMN03072807,Papio_kindae
SAMEA13927195,Papio_ursinus
SAMEA112483159,Papio_ursinus
SAMEA112483160,Papio_ursinus
SAMEA112483161,Papio_ursinus
SAMEA112483162,Papio_ursinus
SAMN02866412,Papio_ursinus
SAMN02866413,Papio_ursinus
SAMEA112483159,Papio_ursinus_ssp
SAMEA112483160,Papio_ursinus_ssp
SAMEA112483161,Papio_ursinus_ssp
SAMEA112483162,Papio_ursinus_ssp
SAMN02866412,Papio_ursinus_ssp
SAMN02866413,Papio_ursinus_ssp
PD_0067,Theropithecus_gelada
SAMEA115292505,Theropithecus_gelada
SAMEA115292506,Theropithecus_gelada
SAMEA115292507,Theropithecus_gelada
SAMN09197221,Theropithecus_gelada
SAMN20949850,Theropithecus_gelada
SAMN20949856,Theropithecus_gelada
SAMN20949860,Theropithecus_gelada
SAMN20949861,Theropithecus_gelada
SAMN20949863,Theropithecus_gelada
SAMN20949864,Theropithecus_gelada
SAMN20949865,Theropithecus_gelada
SAMN20949866,Theropithecus_gelada
SAMN20949867,Theropithecus_gelada
SAMN20949868,Theropithecus_gelada
SAMN20949869,Theropithecus_gelada
SAMN20949871,Theropithecus_gelada
SAMN20949872,Theropithecus_gelada
SAMN20949874,Theropithecus_gelada
SAMN20949876,Theropithecus_gelada
SAMN20949878,Theropithecus_gelada
SAMN20949879,Theropithecus_gelada
SAMN20949880,Theropithecus_gelada
SAMN20949881,Theropithecus_gelada
SAMN20949882,Theropithecus_gelada
SAMN20949883,Theropithecus_gelada
SAMN20949884,Theropithecus_gelada
SAMN20949886,Theropithecus_gelada
SAMN20949887,Theropithecus_gelada
SAMN20949888,Theropithecus_gelada
SAMN20949889,Theropithecus_gelada
SAMN20949890,Theropithecus_gelada
SAMN20949891,Theropithecus_gelada
SAMN20949892,Theropithecus_gelada
SAMN20949893,Theropithecus_gelada
SAMN20949894,Theropithecus_gelada
SAMN20949896,Theropithecus_gelada
SAMN20949898,Theropithecus_gelada
SAMN20949899,Theropithecus_gelada
SAMN20949900,Theropithecus_gelada
SAMN20949902,Theropithecus_gelada
SAMN20949905,Theropithecus_gelada
SAMN20949908,Theropithecus_gelada
SAMN20949909,Theropithecus_gelada
SAMN20949914,Theropithecus_gelada
PD_0034,Erythrocebus_patas
PD_0062,Erythrocebus_patas
SAMN07678082,Erythrocebus_patas
SAMN21582235,Erythrocebus_patas
SAMN23530505,Erythrocebus_patas
SAMN24909949,Erythrocebus_patas
SAMN02427088,Rhinopithecus_bieti
SAMN02786331,Rhinopithecus_bieti
SAMN02786332,Rhinopithecus_bieti
SAMN02786335,Rhinopithecus_bieti
SAMN02786336,Rhinopithecus_bieti
SAMN02786339,Rhinopithecus_bieti
SAMN02786340,Rhinopithecus_bieti
SAMN02786341,Rhinopithecus_bieti
SAMN02786342,Rhinopithecus_bieti
SAMN02786343,Rhinopithecus_bieti
SAMN02786344,Rhinopithecus_bieti
SAMN02786345,Rhinopithecus_bieti
SAMN03274867,Rhinopithecus_bieti
SAMN03274868,Rhinopithecus_bieti
SAMN03274870,Rhinopithecus_bieti
SAMN03274871,Rhinopithecus_bieti
SAMN03274874,Rhinopithecus_bieti
SAMN03651895,Rhinopithecus_bieti
SAMN03651896,Rhinopithecus_bieti
SAMN03651897,Rhinopithecus_bieti
SAMN03651898,Rhinopithecus_bieti
SAMN16949013,Rhinopithecus_bieti
SAMN16949014,Rhinopithecus_bieti
SAMN16949015,Rhinopithecus_bieti
SAMN16949016,Rhinopithecus_bieti
SAMN16949017,Rhinopithecus_bieti
SAMN16949018,Rhinopithecus_bieti
SAMN16949019,Rhinopithecus_bieti
SAMN20089761,Rhinopithecus_bieti
SAMN02427086,Rhinopithecus_roxellana
SAMN03076573,Rhinopithecus_roxellana
SAMN03274878,Rhinopithecus_roxellana
SAMN03274880,Rhinopithecus_roxellana
SAMN03274882,Rhinopithecus_roxellana
SAMN03274884,Rhinopithecus_roxellana
SAMN03274885,Rhinopithecus_roxellana
SAMN03274886,Rhinopithecus_roxellana
SAMN03274889,Rhinopithecus_roxellana
SAMN03274895,Rhinopithecus_roxellana
SAMN03274896,Rhinopithecus_roxellana
SAMN03274897,Rhinopithecus_roxellana
SAMN03274898,Rhinopithecus_roxellana
SAMN03274899,Rhinopithecus_roxellana
SAMN03274900,Rhinopithecus_roxellana
SAMN03274901,Rhinopithecus_roxellana
SAMN03274902,Rhinopithecus_roxellana
SAMN03274903,Rhinopithecus_roxellana
SAMN03651899,Rhinopithecus_roxellana
SAMN03651901,Rhinopithecus_roxellana
SAMN03651902,Rhinopithecus_roxellana
SAMN03651903,Rhinopithecus_roxellana
SAMN03651904,Rhinopithecus_roxellana
SAMN03651906,Rhinopithecus_roxellana
SAMN03651907,Rhinopithecus_roxellana
SAMN03651908,Rhinopithecus_roxellana
SAMN03651909,Rhinopithecus_roxellana
SAMN03651910,Rhinopithecus_roxellana
SAMN03651911,Rhinopithecus_roxellana
SAMN03651912,Rhinopithecus_roxellana
SAMN03651913,Rhinopithecus_roxellana
SAMN03651914,Rhinopithecus_roxellana
SAMN03651915,Rhinopithecus_roxellana
SAMN03651918,Rhinopithecus_roxellana
SAMN03651919,Rhinopithecus_roxellana
SAMN03651920,Rhinopithecus_roxellana
SAMN03651921,Rhinopithecus_roxellana
SAMN03651922,Rhinopithecus_roxellana
SAMN03651923,Rhinopithecus_roxellana
SAMN08848260,Rhinopithecus_roxellana
SAMN08848261,Rhinopithecus_roxellana
SAMN08848262,Rhinopithecus_roxellana
SAMN08848263,Rhinopithecus_roxellana
SAMN11039125,Rhinopithecus_roxellana
PD_0589,Semnopithecus_hypoleucos
PD_0590,Semnopithecus_hypoleucos
PD_0591,Semnopithecus_hypoleucos
PD_0592,Semnopithecus_hypoleucos
PD_0054,Trachypithecus_francoisi
SAMN09935337,Trachypithecus_francoisi
SAMN09935338,Trachypithecus_francoisi
SAMN09935349,Trachypithecus_francoisi
SAMN09935370,Trachypithecus_francoisi
SAMN09935372,Trachypithecus_francoisi
SAMN09935374,Trachypithecus_francoisi
SAMN09935375,Trachypithecus_francoisi
SAMN09935394,Trachypithecus_francoisi
SAMN09935365,Trachypithecus_poliocephalus
SAMN09935376,Trachypithecus_poliocephalus
SAMN09935381,Trachypithecus_poliocephalus
SAMN09935382,Trachypithecus_poliocephalus
SAMN09935387,Trachypithecus_poliocephalus
SAMN09935388,Trachypithecus_poliocephalus
SAMN09935392,Trachypithecus_poliocephalus
SAMN09935393,Trachypithecus_poliocephalus
SAMN33960461,Trachypithecus_poliocephalus
SAMN33960462,Trachypithecus_poliocephalus
SAMN33960463,Trachypithecus_poliocephalus
SAMN33960464,Trachypithecus_poliocephalus
SAMN02744548,Callithrix_jacchus
SAMN02744549,Callithrix_jacchus
SAMN02744550,Callithrix_jacchus
SAMN02744551,Callithrix_jacchus
SAMN02744552,Callithrix_jacchus
SAMN02744553,Callithrix_jacchus
SAMN02744554,Callithrix_jacchus
SAMN02744555,Callithrix_jacchus
SAMN02744556,Callithrix_jacchus
SAMN03275524,Callithrix_jacchus
SAMN03275525,Callithrix_jacchus
SAMN03275526,Callithrix_jacchus
PD_0122,Saguinus_oedipus
PD_0121,Saguinus_midas
PD_0349,Saguinus_midas
PD_0350,Saguinus_midas
SAMN23530521,Saguinus_midas
PD_0118,Leontocebus_fuscicollis
PD_0123,Leontocebus_fuscicollis
PD_0347,Leontocebus_fuscicollis
PD_0352,Leontocebus_fuscicollis
PD_0798,Aotus_azarai
PD_0799,Aotus_azarai
PD_0800,Aotus_azarai
PD_0801,Aotus_azarai
PD_0806,Aotus_azarai
PD_0807,Aotus_azarai
PD_0808,Aotus_azarai
PD_0809,Aotus_azarai
PD_0810,Aotus_azarai
PD_0811,Aotus_azarai
PD_0812,Aotus_azarai
PD_0813,Aotus_azarai
PD_0814,Aotus_azarai
PD_0815,Aotus_azarai
SAMN03121886,Aotus_nancymaae
SAMN08978223,Aotus_nancymaae
SAMN08978224,Aotus_nancymaae
SAMN08978225,Aotus_nancymaae
SAMN08978226,Aotus_nancymaae
SAMN08978227,Aotus_nancymaae
SAMN08978228,Aotus_nancymaae
SAMN08978229,Aotus_nancymaae
SAMN08978230,Aotus_nancymaae
SAMN08978231,Aotus_nancymaae
SAMN08978232,Aotus_nancymaae
SAMN08978233,Aotus_nancymaae
SAMN08978234,Aotus_nancymaae
SAMN08978235,Aotus_nancymaae
SAMN08978236,Aotus_nancymaae
SAMN08978237,Aotus_nancymaae
SAMN08978238,Aotus_nancymaae
SAMN08978239,Aotus_nancymaae
SAMN08978240,Aotus_nancymaae
SAMN08978241,Aotus_nancymaae
SAMN08978242,Aotus_nancymaae
SAMN08978243,Aotus_nancymaae
SAMN08978244,Aotus_nancymaae
SAMN08978245,Aotus_nancymaae
SAMN08978246,Aotus_nancymaae
SAMN08978247,Aotus_nancymaae
SAMN08978248,Aotus_nancymaae
SAMN08978249,Aotus_nancymaae
SAMN08978250,Aotus_nancymaae
SAMN08978251,Aotus_nancymaae
SAMN08978252,Aotus_nancymaae
PD_0078,Cebus_albifrons
PD_0141,Cebus_albifrons
PD_0402,Cebus_albifrons
SAMN07678068,Cebus_albifrons
SAMN23530500,Cebus_albifrons
PD_0013,Cebus_unicolor
PD_0077,Cebus_unicolor
PD_0310,Cebus_unicolor
PD_0311,Cebus_unicolor
PD_0011,Sapajus_apella_macrocephalus
PD_0378,Sapajus_apella_macrocephalus
PD_0379,Sapajus_apella_macrocephalus
PD_0381,Sapajus_apella_macrocephalus
PD_0382,Sapajus_apella_macrocephalus
PD_0383,Sapajus_apella_macrocephalus
PD_0384,Sapajus_apella_macrocephalus
PD_0385,Sapajus_apella_macrocephalus
PD_0386,Sapajus_apella_macrocephalus
PD_0387,Sapajus_apella_macrocephalus
PD_0388,Sapajus_apella_macrocephalus
PD_0389,Sapajus_apella_macrocephalus
PD_0353,Saimiri_cassiquiarensis
PD_0354,Saimiri_cassiquiarensis
PD_0355,Saimiri_cassiquiarensis
PD_0356,Saimiri_cassiquiarensis
PD_0357,Saimiri_cassiquiarensis
PD_0358,Saimiri_cassiquiarensis
PD_0359,Saimiri_cassiquiarensis
PD_0360,Saimiri_cassiquiarensis
PD_0373,Saimiri_cassiquiarensis
PD_0012,Saimiri_ustus
PD_0363,Saimiri_ustus
PD_0366,Saimiri_ustus
PD_0367,Saimiri_ustus
PD_0368,Saimiri_ustus
PD_0369,Saimiri_ustus
PD_0370,Saimiri_ustus
PD_0371,Saimiri_ustus
PD_0374,Saimiri_ustus
PD_0375,Saimiri_ustus
PD_0014,Plecturocebus_cupreus
PD_0338,Plecturocebus_cupreus
PD_0339,Plecturocebus_cupreus
PD_0340,Plecturocebus_cupreus
PD_0341,Plecturocebus_cupreus
PD_0288,Cheracebus_lucifer
PD_0312,Cheracebus_lucifer
PD_0313,Cheracebus_lucifer
PD_0314,Cheracebus_lucifer
PD_0001,Cheracebus_lugens
PD_0315,Cheracebus_lugens
PD_0316,Cheracebus_lugens
PD_0317,Cheracebus_lugens
PD_0318,Cheracebus_lugens
PD_0319,Cheracebus_lugens
PD_0320,Cheracebus_lugens
PD_0321,Cheracebus_lugens
